XB,evaluate_time,introduce,link,name
生命科学和医学学部,2011,结构生物学家 男，1966年9月生，浙江宁波人。1988年毕业于复旦大学，1993年获加拿大卡尔加里大学博士学位。2011年当选为中国科学院院士。现为香港科技大学讲座教授。系统研究了架构蛋白在构建神经信号转导复合物中的功能及分子机理；提出了多结构域蛋白质中各结构域相互作用形成蛋白质超结构域的概念；发现PDZ结构域与细胞膜上磷脂相互作用，并阐明了这些相互作用的功能意义；对蛋白质-蛋白质，蛋白质-磷脂的相互作用在神经细胞极性形成，细胞不对称性分裂，囊泡传输与融合，神经细胞信号转导等神经生物学重要问题中所起的作用作了系统深入的研究；研究了一系列由于遗传突变所导致的中枢及周边神经系统疾病的发病机理。2011年获何梁何利基金科学与技术奖、2006年获国家自然科学奖二等奖、2003年获香港裘槎基金会优秀学者奖。,http://www.casad.cas.cn:80/aca/371/smkxhyxxb-201112-t20111213_3412376.html,张明杰
生命科学和医学学部,1995,生物信息学家 男，1936年9月生，山东烟台人。1961年毕业于复旦大学，1965年获复旦大学硕士学位。1995年当选为中国科学院院士。现为天津大学教授。从20世纪80年代初开始，由物理学转而研究计算生物学和生物信息学。他首次提出用双Sine—Gordon偏微分方程组来模拟DNA分子在转录和复制过程中碱基运动的动力学机制。在对称群表示理论的基础上，他提出了DNA序列的对称性理论，也称为Z曲线理论，系统地开拓了DNA序列分析的几何学方法。Z曲线理论及其相关的方法学在基因组学和生物信息学中已获得广泛的应用。主要的应用领域有：真核、原核及病毒基因组基因识别；细菌与古细菌基因组复制起始位点识别；细菌基因组水平转移基因组岛的识别，以及人类和其他高等真核生物基因组碱基组成结构的研究等。 曾获国家自然科学奖二等奖等奖项。2001年当选为发展中国家科学院（TWAS）院士。,http://www.casad.cas.cn:80/aca/371/smkxhyxxb-200906-t20090624_1803047.html,张春霆
生命科学和医学学部,1991,细胞生物学家 男，1930年8月生，江苏溧阳人。1956年毕业于苏联列宁格勒大学。1991年当选为中国科学院学部委员（院士）。现为北京大学教授。在我国较早建立细胞超微结构技术，首次研制成鸭瘟细胞疫苗，对我国20多种重要家畜（禽）的传染病进行了病毒分离、鉴定与分类；进行了病毒形态及其在细胞内的发生规律研究在阐述染色体端粒、DNA复制、基因转录活性、RNA分子加工和病毒装配与核骨架关系的研究中，取得了系统的创新性的结果，在国际上首次证实原始真核细胞存在染色体骨架与核骨架，在植物细胞与原始真核细胞中存在角蛋白中间纤维；在国内首次建立了非细胞体系核重建的实验模式，证明核骨架与核纤层在重建核形成过程中起重要作用，体外核装配并非必须核小体的构建。,http://www.casad.cas.cn:80/aca/371/smkxhyxxb-200906-t20090624_1803049.html,翟中和
生命科学和医学学部,1993,病毒学家 男，1929年3月生，广东揭西人。1952年毕业于上海医学院（现复旦大学上海医学院）。1993年当选为中国科学院院士。现为北京工业大学教授、中国疾病预防控制中心病毒病预防控制所研究员。曾任中国预防医学科学院院长。从1973年开始研究EB病毒与鼻咽癌的关系，建立了一系列鼻咽癌的血清学诊断方法，已在国内广泛应用，使鼻咽癌的早期诊断率从20-30%提高到80-90%，挽救很多病人的生命。应用血清学指标可以在发病前5-10年预测鼻咽癌发生的可能性。在国际上首先从高分化和低分化鼻咽癌建立细胞株，这些细胞株都带有EB病毒的DNA和蛋白。发现鼻咽癌高发区的一些中草药、植物和食物带有促癌物。发现人鼻咽部的厌氧杆菌能产生丁酸。发现与HLA连锁的鼻咽癌易感基因。在国际上首次证明在促癌物TPA和丁酸的协同作用下，EB病毒感染的人胎鼻咽部粘膜组织在裸鼠能诱发人鼻咽癌。这是EB病毒诱发人鼻咽癌的直接证据，同时也提供了研究鼻咽癌病因多因素和作用机制的模型。从1984年起开展艾滋病毒(HIV)和艾滋病(AIDS)的研究，证明1984年HIV已传入我国。1987年分离到第一个中国的HIV-1毒株。建立了HIV的快速诊断方法。发现一些中草药有较高的抑制HIV复制的作用。1993年当选为俄罗斯医学科学院外籍院士。,http://www.casad.cas.cn:80/aca/371/smkxhyxxb-200906-t20090624_1803052.html,曾毅
生命科学和医学学部,2005,肿瘤学家 男，1962年10月生，湖南涟源人。1985年毕业于湖南衡阳医学院（现南华大学），1990年获中山医科大学博士学位。2005年当选为中国科学院院士。现为国家卫生计生委副主任、中央保健委员会副主任。曾任北京协和医学院校长，北京医院院长。主要从事恶性肿瘤发病机制研究：在鼻咽癌遗传学研究方面陆续获得突破性成果，明确了鼻咽癌遗传易感性，定位并鉴定了鼻咽癌家族性遗传易感基因，发现了多个散发性鼻咽癌易感基因；在鼻咽癌发病机理方面，首次明确了鼻咽癌发病相关的EB病毒亚型，发现多个重要的致病相关变异；首次分离鉴定了鼻咽癌肿瘤干细胞，提出基因组不稳定性是肿瘤干细胞起源的新学说，有助于阐明肿瘤复发机制。2005年获国家自然科学二等奖，2010年获颁瑞典卡罗琳斯卡医学院颁出的第一枚大银质奖章，2012年获广东省科技突出贡献奖。2008年当选发展中国家科学院院士，2011年当选国际欧亚科学院院士。,http://www.casad.cas.cn:80/aca/371/smkxhyxxb-200906-t20090624_1803054.html,曾益新
生命科学和医学学部,1999,植物遗传和分子生物学家 男，1953年12月生，湖北公安人。1976年毕业于华中农学院，1985年获美国加利福尼亚大学戴维斯分校博士学位。1999年当选为中国科学院院士。现为华中农业大学教授。系统分析了世界大麦遗传多样性，揭示了世界大麦遗传变异的一些重要特点，阐述了世界栽培大麦东、西方独立起源的观点。应用分子标记系统分析了水稻杂种优势与分子标记杂合度的关系，剖析了杂种优势的遗传基础，揭示出大量的上位性遗传效应，提出了上位性是杂种优势的重要遗传基础的学术观点。制作了高密度分子标记连锁图，定位了20余个水稻重要主效基因和大量数量性状基因。应用分子技术培育出抗白叶枯病的优良杂交稻恢复系、米质改良的不育系及延缓叶片衰老、产量潜力显著提高的转基因水稻。现任作物遗传改良国家重点实验室主任、国家植物基因研究中心（武汉）主任、国家农作物分子技术育种中心主任等。2000年当选第三世界科学院（TWAS）院士，2007年当选为美国国家科学院外籍院士。,http://www.casad.cas.cn:80/aca/371/smkxhyxxb-200906-t20090624_1803041.html,张启发
生命科学和医学学部,1991,"昆虫学家 女，1922年10月生，河北平乡人。1947年毕业于中央大学生物系。1991年当选为中国科学院院士（学部委员）。现为中国科学院上海生命科学研究院研究员。早年从事鱼类寄生虫和鱼病防治的研究。1960年后系统地进行原尾虫的分类、形态、生态、胚后发育、生物地理、比较精子学和亚显微结构等研究，记述我国原尾虫164种，其中141新种，18新属和4新科，提出原尾虫系统发生新概念，并据此建立了原尾纲新的分类体系,1999年出版了《中国动物志：原尾纲》。1985年后，主持和推动土壤动物学的系统研究，联合60多位学者在6个气候带完成土壤动物组成(3千多种)、变动规律及其在土壤物质循环中的作用以及环境污染的影响等试验研究，其结果主编写成《中国亚热带土壤动物》、《中国土壤动物检索图鉴》和《中国土壤动物》等专著。",http://www.casad.cas.cn:80/aca/371/smkxhyxxb-200906-t20090624_1803059.html,尹文英
生命科学和医学学部,1991,生理学家、神经生物学家 男，1941年10月生，浙江镇海人。1963年毕业于上海科技大学。1982年获日本国立生理学研究所博士学位。1991年当选为中国科学院学部委员（院士）。现为复旦大学教授。应用微电极细胞内记录、染色技术，并与药理、计算机技术相结合，从不同侧面对视网膜中信息传递的调控在几个层次上进行了系统的研究在水平细胞所接收的光感受器信号及其相互作用方面作出了新发现，修正了传统的观点和合作者首先报道视杆－视锥间电耦合因背景光而增强，在国际上被列为80年代视网膜研究中的突出成果率先发现了视锥信号在暗中受到压抑的新现象，并对网间细胞及几种神经调质的参与机制进行了系统的分析。2006年当选为发展中国家科学院（TWAS）院士。,http://www.casad.cas.cn:80/aca/371/smkxhyxxb-200906-t20090624_1803067.html,杨雄里
生命科学和医学学部,2007,基因组学家 男，1952年10月生，浙江乐清人。1978年毕业于杭州大学（现浙江大学），1982年获南京铁道医学院（现东南大学）硕士学位，1988年获丹麦哥本哈根大学博士学位。2007年当选为中国科学院院士。现为华大基因理事长。曾任中国科学院北京基因组研究所所长。长期从事基因组学研究。带领团队创建了“北京华大基因研究中心”，领衔完成了“人类基因组序列图”和“人类基因组单体型图”的“中国卷”，为我国的水稻、家鸡、家蚕等大型基因组，以及“非典”病毒等微生物基因组的研究做出了重大贡献，为我国基因组学规模化研究的发展起到了重要作用。2008年当选为发展中国家科学院（TWAS）院士，2009年当选为印度国家科学院外籍院士，2012年当选为德国科学院外籍院士，2014年当选为美国国家科学院外籍院士。,http://www.casad.cas.cn:80/aca/371/smkxhyxxb-200906-t20090624_1803069.html,杨焕明
生命科学和医学学部,2015,纳米生物学家 女，1957年2月生，河南开封人。1983年毕业于河南医学院，1993年获德国海德堡大学博士学位。2015年当选为中国科学院院士。现为中国科学院生物物理研究所研究员。系统研究了具有重要临床应用前景的肿瘤新靶点，实现了成果转化。在国际上提出了纳米酶新概念，第一次从酶学角度揭示了无机纳米材料的酶促反应动力学、催化机制，并将其用于污水治理、肿瘤诊断和埃博拉等病毒的检测，部分发明专利已进入美国、欧洲和日本。这项工作不仅揭示了纳米材料新特性、拓展其应用，还为模拟酶的基础和应用研究提供了新思想和新材料。原始论文2007年发表后被他引750余次，其结果被国际同行验证并形成了纳米酶研究与应用的新领域。获国家自然科学奖二等奖。,http://www.casad.cas.cn:80/aca/371/smkxhyxxb-201512-t20151224_4502590.html,阎锡蕴
生命科学和医学学部,2001,神经生物学家 女，1955年7月生，广东台山人。1977年毕业于美国Simmons学院，1983年获美国哈佛大学博士学位。2001年当选为中国科学院院士。现为香港科技大学教授。运用现代分子与细胞生物学方法，探讨神经营养因子与神经元发育之间的关系，以及它们用于治疗神经性病患的可能性。首先或参与发现了NT3，NT4和NT7三个新的神经营养素，研究了它们的作用特点和部分作用机制发现CNTF受体为三元聚合物，其受体机制与白血病抑制因子有相同之处，并研究了CNTF的作用特点发现各神经营养素的作用可以相互协同。阐明神经肌肉突触形成的调节机制，发现Cdk-5存在于神经肌肉接头，直接影响突触的形成及其功能发展。研究结果有助于阐明神经突触形成的机理及突触的功能，对了解由此衍生的学习及记忆的机理有很大帮助。2004年当选为发展中国家科学院（TWAS）院士。,http://www.casad.cas.cn:80/aca/371/smkxhyxxb-200906-t20090624_1803062.html,叶玉如
生命科学和医学学部,1997,植物生理学家 男，1942年10月生，江苏无锡人。1965年毕业于北京大学。1969年获中国科学院上海植物生理研究所硕士学位。1997年当选为中国科学院院士。现为北京大学教授、中国科学院上海生命科学研究院研究员。曾任中国科学院副院长、北京大学校长。长期从事植物组织培养和培养细胞的遗传操作的研究。首次由大豆、花生、毛白杨等15种重要作物和林木的原生质体培养获得再生植株在生长素作用的研究中，首次揭示了生长素的极性运输在胚胎发育和叶片两侧对称生长中的作用利用花药培养证实花药中存在促进雄核发育的物质，利用转基因植物进而揭示了花药绒毡层中的IAA代谢在花粉胚中的重要作用。1995年当选为第三世界科学院（TWAS）院士。,http://www.casad.cas.cn:80/aca/371/smkxhyxxb-200906-t20090624_1803084.html,许智宏
生命科学和医学学部,1991,病理生理学家 男，1931年4月生，江苏昆山人。1954年毕业于上海第一医学院。1991年当选为中国科学院学部委员（院士）。现为南方医科大学教授。70年代，首次在国际上证实了亚硝胺类化学致癌物对鼻咽上皮有一定的器官亲和性80年代，发现二亚硝基哌嗪有亲大鼠鼻咽上皮性，引起大鼠鼻咽上皮之DNA损伤建立了稳定的人胚鼻咽上皮细胞培养方法，成功地用二亚硝基哌嗪诱发了正常人胚鼻咽上皮细胞的恶性转化首次建成了有EB病毒（EpsteinBarrVirus）潜伏感染的人鼻咽癌上皮细胞株，并对细胞株的EB病毒的基因组进行研究，发现其与B－95－8和P3HR－1两株标准的EBV株不同，为NPC与EBV病毒的关系提出了新的探索方向。,http://www.casad.cas.cn:80/aca/371/smkxhyxxb-200906-t20090624_1803064.html,姚开泰
生命科学和医学学部,1991,生物化学家 男，1927年10月生，浙江镇海人。1950年毕业于浙江大学。1960年获苏联莫斯科大学生物系博士学位。1991年当选为中国科学院学部委员（院士）。现为中国科学院生物物理研究所研究员。长期从事生物膜研究。发现Mg2＋对线粒体H＋－ATP酶重建于脂质体具有关键作用，提出Mg2＋通过改变膜脂流动性影响H＋－ATP酶构象与活性模型进而提出跨膜Ca2+梯差对膜蛋白构象与活性的调节有重要的影响发现神经苷脂GM1与GM3（前者较后者多两个已糖残基）对肌浆网Ca2+泵（Ca2+－ATP酶）具有相反的调节作用发现微量元素Se对人红细胞膜骨架有直接的稳定作用提出“克山病是一种心肌线粒体病”的观点首先用“匀浆互补法”代替“线粒体互补法”来预测谷子等农作物的杂种优势获理想结果，对谷子、玉米、棉花杂优的测试准确率达80－85％。,http://www.casad.cas.cn:80/aca/371/smkxhyxxb-200906-t20090624_1803074.html,杨福愉
生命科学和医学学部,2017,细胞生物物理学家。中国科学院大学教授。1970年8月出生于湖北宜昌，籍贯湖北宜昌。1992年毕业于华中科技大学，1997年获华中科技大学博士学位。曾任中国科学院生物物理研究所所长，2017年当选为中国科学院院士。现任中国科学院大学副校长。主要从事胰岛β细胞功能和细胞生物物理技术的研究，在细胞囊泡分泌调控的分子机制、GLUT4储存囊泡转运及其调控机制、超分辨多模态细胞成像等方向取得了突出成绩。2000年被聘为教育部长江学者奖励计划特聘教授，2000年获国家杰出青年基金，2008年获得国家自然科学奖二等奖，2012年获何梁何利科学与技术进步奖，2013年入选万人计划（亦称“国家高层次人才特支计划”）科技创新领军人才，2015年获谈家桢生命科学创新奖。,http://www.casad.cas.cn:80/aca/371/smkxhyxxb-201711-t20171129_4625072.html,徐涛
生命科学和医学学部,2007,植物生理学家 男，1956年9月生，山西临汾人。1982年毕业于山西大学，1984年获中国科学院上海植物生理研究所硕士学位，1991年获美国新泽西州立大学博士学位。2007年当选为中国科学院院士。现为中国农业大学教授、九三学社中央副主席。主要从事植物磷/钾高效及耐盐、耐旱等重要性状的基因克隆和功能分析方面的研究工作。特别是在植物响应低钾胁迫的信号调控网络机理及植物钾高效性状的分子遗传机制解析方面获得了一系列重要研究成果。1995年获国家杰出青年科学基金，2007年被授予全国优秀教师称号、获何梁何利科技进步奖等。现任植物生理学与生化国家重点实验室主任，中国植物学会理事长。,http://www.casad.cas.cn:80/aca/371/smkxhyxxb-200906-t20090624_1803095.html,武维华
生命科学和医学学部,1993,实验血液学家 男，1935年10月生，浙江镇海人。1957年毕业于山东大学。1993年当选为中国科学院院士。现为军事医学科学院研究员。曾任军事医学科学院院长。阐明了急性与低剂量率g线连续照射下造血干细胞的辐射损伤程度与累积照射剂量之间存在的双相特征的机理。对这些动物的观察结果在以后发生的几起放射性事故病例的病程中得到了证实。应用染色体和性别决定基因作为遗传学标志，揭示了造血干细胞群的不均一性。对人胚胎发育中肝脏造血干细胞性能和动力学作了系统的基础研究，为临床进行胎肝造血干细胞移植提供了理论依据。证实了在胎儿肝脏中存在造血刺激因子、肝细胞生长因子以及低分子抑瘤物等三类因子。首次获得了分子量为1.3万道尔顿的人肝来源的肝细胞生长因子。近年来，开展了腺病毒载体介导的P53、B7-1、GM-CSF等多基因肿瘤实验治疗，显示了良好的前景。,http://www.casad.cas.cn:80/aca/371/smkxhyxxb-200906-t20090624_1803099.html,吴祖泽
生命科学和医学学部,1991,肝胆外科专家 男，1922年8月出生，福建闽清人。1949年毕业于上海同济大学医学院。1991年当选为中国科学院学部委员（院士）。现为第二军医大学东方肝胆外科医院教授、院长。我国肝胆外科主要创始人之一。50年代最先提出中国人肝脏解剖五叶四段新见解60年代首创常温下间歇肝门阻断切肝法并率先突破人体中肝叶手术禁区70年代建立起完整的肝脏海绵状血管瘤和小肝癌的早期诊治体系，较早应用肝动脉结扎法和肝动脉栓塞法治疗中、晚期肝癌80年代，建立了常温下无血切肝术、肝癌复发再切除和肝癌二期手术技术90年代，在中晚期肝癌的基因免疫治疗、肝癌疫苗、肝移植等方面取得了重大进展并首先开展腹腔镜下肝切除和肝动脉结扎术。40年来共施行肝癌手术8000余例，术后5年生存率达38.1％小肝癌(小于5厘米)手术1000余例，手术5年生存率达79.8％（其中小于3厘米小肝癌已达85.3％），最长存活36年。1996年被中央军委授于“模范医学专家”荣誉称号，2005年获国家最高科学技术奖。,http://www.casad.cas.cn:80/aca/371/smkxhyxxb-200906-t20090624_1803109.html,吴孟超
生命科学和医学学部,2015,分子遗传学家 男，1965年2月生，浙江诸暨人。1985年毕业于杭州大学（现浙江大学），1988年获中国科学院遗传与发育生物学研究所硕士学位，1993年获德国马普分子遗传研究所与柏林技术大学博士学位。2015年当选为中国科学院院士。现为中国科学院上海生命科学研究院研究员。主要从事表观遗传学研究。发现动物基因组中的5-甲基胞嘧啶通过Tet加氧酶的氧化作用转变成一种新的碱基修饰形式，即5-羧基胞嘧啶，提出了TET双加氧酶和TDG糖苷酶介导的氧化碱基切除修复的DNA去甲基化通路。揭示了TET双加氧酶在哺乳动物表观遗传调控中的重要作用，相关研究成果入选2011年度中国科学十大进展。曾获得第五届谈家桢生命科学奖创新奖、第三世界科学院2013年生物学奖、2014年度陈嘉庚生命科学奖。,http://www.casad.cas.cn:80/aca/371/smkxhyxxb-201512-t20151224_4502238.html,徐国良
生命科学和医学学部,1991,植物病理学家 男，1935年3月生，福建龙岩人。1958年毕业于福建农学院。1991年当选为中国科学院学部委员（院士）。现为福建农林大学教授。早期进行小麦秆锈和稻瘟研究，提出消灭越冬基地和免疫控制，解决了当地的生产问题。1973年后，系统研究了中国水稻病毒的种类、分布、为害、传播、测报与治理，其成果被誉为是“对世界病毒的研究作出了新的贡献”发现一种新的水稻病毒―水稻簇矮病毒，受到国际稻病学界的好评报道的水稻齿矮病毒和东格鲁病毒均系中国新记录。这些病害的及时发现，有效地控制其蔓延，获得了较好的经济和社会效益。比较全面地研究了中国水仙、甘蔗、烟草、蕃茄和香蕉等植物的病毒种类、分布、发生和防治对策，报道了11个中国新记录和5个中国大陆新记录。,http://www.casad.cas.cn:80/aca/371/smkxhyxxb-200906-t20090624_1803088.html,谢联辉
生命科学和医学学部,1995,动物遗传育种学家、畜牧学家 男，1935年11月生，浙江嵊县人。1957年毕业于北京农业大学。1995年当选为中国科学院院士。现为中国农业大学教授。长期从事动物遗传理论与育种实践研究。在选种理论中，首次提出了“数量性状隐性有利基因”的假设，并通过实验得到证实。在参数估测中，首次提出多胎动物“混合家系”的概念，推导了计算混合家系亲缘相关的理论与近似公式，这在改进遗传参数估测方法上是一种创新，提高了选种的准确性。在蛋鸡育种中，应用合成系育种的理论与方法，解决了我国蛋鸡育种由于长期闭锁选育造成的遗传进展缓慢的问题，取得了明显的经济效益和社会效益。在动物遗传资源的研究中，系统解决了保种群体大小、性别比例、世代间隔、近交程度、选择作用等一系列群体遗传学的理论与方法问题，提出了“优化保种设计”。近年来主持完成的“节粮小型蛋鸡的选育”项目，在国际上首先实现小型蛋鸡产业化生产。,http://www.casad.cas.cn:80/aca/371/smkxhyxxb-200906-t20090624_1803120.html,吴常信
生命科学和医学学部,2007,植物遗传育种学家 男，1941年8月生，福建龙岩人。1959年毕业于福建省龙岩农业学校。2007年当选为中国科学院院士。现为福建省农业科学院研究员。曾任福建省农业科学院院长。主要从事三系杂交稻和超级杂交稻育种研究，在“恢复系亲本的选择技术”、“测交配组技术”、“抗瘟性筛选育种程序”和“杂交水稻中稻制种技术”等方面有重要研究成果，育成我国杂交水稻亲本遗传贡献最大的恢复系“明恢63”。主持育成中国稻作史上种植面积最大的水稻良种“汕优63”，到2010年累计推广9.46亿亩，增产粮食700多亿公斤，新增社会经济效益700多亿元。1988年获得国家科技进步一等奖，1999年获中国科学院陈嘉庚农业科学奖，2003年福建省科学技术突出贡献奖，2003年获何梁何利基金科学与技术成就奖，2012年获国家科技进步奖二等奖等科技成果奖励。,http://www.casad.cas.cn:80/aca/371/smkxhyxxb-200906-t20090624_1803091.html,谢华安
生命科学和医学学部,1901,生物化学与分子生物学家 女，1942年7月生，江苏吴县人。1964年毕业于中国科学技术大学。现为中国科学院生物物理研究所研究员。曾任第十一届全国政协副主席。　　在蛋白质折叠，折叠酶和分子伴侣胰岛素A、B链相互作用及重组等研究中做出重要贡献：(1)提出“蛋白质二硫键异构酶既是酶又是分子伴侣”的假说，为该酶固有的分子伴侣活性提供了最早的实验证据，并证实和区分了该酶的二种活性在帮助含二硫键蛋白折叠中的作用，打破两大类帮助蛋白的界限，总结出折叠酶新的作用模式。（2）最早成功地用蛋白质二硫键异构酶催化同一基因编码的两条肽链的正确重组，提出“胰岛素A、B链已经含有足够的结构信息而能相互识别和相互作用，并形成结构最稳定的天然胰岛素分子”。,http://www.casad.cas.cn:80/aca/371/smkxhyxxb-200906-t20090624_1803131.html,王志珍
生命科学和医学学部,1997,地衣真菌学家 男，1931年11月生，陕西咸阳人。1955年毕业于西北农学院，1962年获苏联科学院研究生院副博士学位，1995年获俄罗斯科学院科学博士学位。1997年当选为中国科学院院士。现为中国科学院微生物研究所研究员。他对中国地衣分类与区系进行了广泛研究。在世界范围石耳科研究中，以多性状综合分析法论述的新二属系统得到国际学术界的承认并被收入1993年《世界子囊菌系统大纲》及1995年《世界菌物辞典》。通过石耳科地衣真菌核rDNA的序列分析进一步支持了新二属系统。著有《亚洲石耳科》及《中国地衣综览》等专著。《西藏地衣》作为青藏高原大型系列丛书之一获中国科学院1986年科技进步特等奖。在参加南极科学考察研究及主持南极陆地生态系统研究中分别获国家海洋局1996年科技进步特等奖和1997年科技进步二等奖。参与发起并组织协调全国泡子植物学家进行《中国孢子植物志》的编研。发表论文60余篇，专著4册。,http://www.casad.cas.cn:80/aca/371/smkxhyxxb-200906-t20090624_1803129.html,魏江春
生命科学和医学学部,2003,肿瘤治疗及肿瘤免疫学家 男，1959年6月生，四川南江人。1983年毕业于华西医科大学，1996年获日本京都大学医学博士学位。2003年当选为中国科学院院士。现为四川大学教授、副校长。主要从事肿瘤生物治疗的基础研究、应用开发与临床医疗。研究了利用主动免疫抗肿瘤血管生成为肿瘤疫苗及抗肿瘤血管生成治疗提供了新思路，并将异种同源基因与异种免疫排斥及自身免疫反应相结合，用于探讨肿瘤免疫基因治疗，可以克服自身抗原的耐受性。还对淋巴细胞在肿瘤微环境内杀伤自身癌细胞现象进行了观察，并对诱导及增强淋巴细胞杀伤自身癌细胞活性进行了研究。此外，发现了阻断HSP70表达，可诱导癌细胞凋亡。,http://www.casad.cas.cn:80/aca/371/smkxhyxxb-200906-t20090624_1803124.html,魏于全
生命科学和医学学部,2017,"保护生物学家。中国科学院动物研究所研究员。1964年4月生于重庆市云阳县，籍贯重庆云阳。1984年和1987年在南充师范学院（现西华师范大学）分别获得学士和硕士学位，1997年获中国科学院动物研究所博士学位。2017年当选为中国科学院院士。现任国家濒危物种科学委员会副主任。主要从事濒危动物保护生物学研究。率先将种群基因组学和宏基因组学等新技术引入到大熊猫研究中，阐明了大熊猫的种群历史、濒危过程及演化潜力。揭示了大熊猫在食性转换和特化历程中如何在形态、行为、生理、遗传和肠道微生物等方面产生适应性演化的规律。阐明了栖息地破碎化导致大熊猫孤立小种群崩溃的机制，推动了国家大熊猫放归和栖息地廊道建设工程的实施。研究成果以通讯作者在Science, Nature Genetics, PNAS, Current Biology, Molecular Biology and Evolution, Ecology和Conservation Biology等期刊上发表。",http://www.casad.cas.cn:80/aca/371/smkxhyxxb-201711-t20171129_4625071.html,魏辅文
生命科学和医学学部,1997,生物化学、生物物理学家 男，1953年8月生，江苏金坛人。1977年毕业于清华大学，1988年获中国科学院生物物理研究所博士学位。1997年当选为中国科学院院士。现为清华大学教授。取得的重要研究成果有：(1)创造性地将统计力学应用于酶学研究，对所有非解-聚合的别构酶模型给出了统一的理论框架(2)系统地研究了酶的抑制、激活作用机制及动力学(3)提出了一个确定蛋白质与配体结合常数的新方法(4)解决了蛋白质二级结构预测研究中的几个重要理论问题，用严格的统计学方法给出了蛋白质折叠类型总数仅为650种左右的估计。,http://www.casad.cas.cn:80/aca/371/smkxhyxxb-200906-t20090624_1803136.html,王志新
生命科学和医学学部,2005,耳鼻咽喉-头颈外科专家 男，1935年11月生，上海人。1955年毕业于上海医学院（现复旦大学上海医学院）。1982年获瑞士苏黎世大学医学博士学位。2005年当选为中国科学院院士。现为复旦大学教授。主要从事耳科、颅底外科和听觉等方面的临床、研究和教学工作。在中耳外科、耳神经外科和颅底外科以及国产人工耳蜗等方面取得系统的重要研究成果。特别是中耳炎鼓室成形术、耳硬化镫骨外科、周围性面瘫面神经重建手术、侧颅底肿瘤外科和恢复聋残人听力人工耳蜗等临床和科研方面取得了重要突破。获国家科技进步二、三等奖三项、全国先进工作者、五一劳动奖章和全国医德楷模等科技奖励和荣誉称号。曾任复旦大学附属眼耳鼻喉科医院耳鼻喉科主任、卫生部听觉医学重点实验室主任等。,http://www.casad.cas.cn:80/aca/371/smkxhyxxb-200906-t20090624_1803139.html,王正敏
生命科学和医学学部,1993,植物分类学家 男，1926年6月生，山东掖县人。1949年毕业于北京师范大学。1993年当选为中国科学院院士。现为中国科学院植物研究所研究员。从事毛茛科、荨麻科、紫草科、苦苣苔科等科植物的分类学研究，发现20新属，约550新种。根据他揭示出的演化趋势，对翠雀属、唐松草属、侧金盏花属、铁线莲属、楼梯草属、苎麻属、石蝴蝶属和唇柱苣苔属的分类系统作了重要修订。建立了赤车属、微孔草属、后蕊苣苔属、吊石苣苔属的分类系统。根据96科植物分布区的分析，划分出东亚植物区系的7种分布式样和3条迁移路线，推测云贵高原和四川一带可能是被子植物在赤道地区起源后向北扩展中形成的一个发展中心。发现云南东南、广西和贵州南部的岩溶地区是世界上苦苣苔亚科植物最丰富的地区，拥有此亚科的全部5族，及42属，210种，并认为此岩溶地区是此亚科的原始分化中心。,http://www.casad.cas.cn:80/aca/371/smkxhyxxb-200906-t20090624_1803143.html,王文采
生命科学和医学学部,2015,传染病学、肝病学专家 男，1962年8月生，安徽枞阳人。1984年毕业于蚌埠医学院，1992年获军事医学科学院博士学位。2015年当选为中国科学院院士。现为解放军第三〇二医院教授。主要从事重大传染病（病毒性肝炎、艾滋病等)和疑难危重肝病的临床诊治工作，并结合临床难题开展研究。首次揭示了乙型肝炎临床免疫学特征及肝脏损伤机制；提出了优化慢性乙肝抗病毒治疗与免疫应答恢复的“爬坡假说”；阐明了艾滋病免疫重建失败的关键机制；开拓了疑难肝病和艾滋病细胞治疗与研究的新方向，提高了临床疗效。获国家科技进步二等奖3项，中华医学科技奖等省部级一等奖3项；获“全军杰出专业技术人才奖”与“军队科技领军人才奖”，国家科技部“十一五国家科技计划执行突出贡献奖”，以及世界消化病大会（2013年）上颁发的奥田（Okuda）学者奖。,http://www.casad.cas.cn:80/aca/371/smkxhyxxb-201512-t20151224_4502210.html,王福生
生命科学和医学学部,1991,寄生虫学家 女，1929年11月生，福建福州人。1954年毕业于厦门大学。1991年当选为中国科学院学部委员（院士）。现为厦门大学教授。研究与人类关系密切的寄生虫种类，主要成果有：1. 阐明了日本血吸虫在终末宿主体内异位寄生的原因和机理，并提出预防措施研究婴幼儿绦虫病，发现婴幼儿西里伯绦虫病的传播媒介是人居处的一种食肉性蚂蚁，阐明了本病原的全程生活史及婴幼儿防病方法发现呼伦贝尔草原多房包虫病病原及当地中间宿主鼠类；2. 阐明了家畜牛羊胰脏吸虫和肝脏双腔吸虫的生活史各发育期，传播媒介的种类及它们在我国各流行区的流行规律3、阐明了中国南方沿海经济贝类各吸虫病原的生活史及预防对策。,http://www.casad.cas.cn:80/aca/371/smkxhyxxb-200906-t20090624_1803168.html,唐崇惕
